content,label
星分牛斗，疆连淮海，扬州万井提封。花发路香，莺啼人起，珠帘十里东风。豪俊气如虹。曳照春金紫，飞盖相从。巷入垂杨，画桥南北翠烟中。追思故国繁雄。有迷楼挂斗，月观横空。纹锦制帆，明珠溅雨，宁论爵马鱼龙。往事逐孤鸿。但乱云流水，萦带离宫。最好挥毫万字，一饮拼千锺。,送别题赠
西园风暖落花时。绿阴莺乱啼。倚阑无语惜芳菲。絮飞蝴蝶飞。缘底事，减腰围。遣愁愁著眉。波连春渚暮天垂。燕归人未归。,写景抒情
家山好，好处是三冬。梨栗甘鲜输地客，鲂鳊肥美献溪翁。醉滴小漕红。识破了，不用计穷通。下泽车安如驷马，市门卒稳似王公。一笑等鸡虫。,写景抒情
数声微雨风惊晓。烛影猗残照。客愁不奈五更寒。明日梨花开尽、有谁看。追寻犹记清明近。为向花前问。东风正使解欺侬。不道花应有恨、也匆匆。,送别题赠
鳖头龟手。孤坐书生能意就。暖体温肤。绣被春寒想见无。雪词工巧。高压君房天下妙。白发欺人。甚矣吾衰懒是真。,人生感怀
离筵暂住。君在龙舒曾是主。今作行人。卧辙何妨借寇恂。清歌妙舞。断送吟鞭乘醉去。一休辞。捧爵佳人玉箸垂。,送别题赠
你也娇痴。我也狂迷。望今生、永不分离。如何别後，三换梅枝。是好相知，不相见，只相思。良辰美景，赏心乐事，□□□负我辜伊。凤弦再续，鸾鉴重窥。且等些时，说些子，做些儿。,思妇闺怨
相逢非草草，分袂太匆匆。征裘泪痕遍，眸子怯酸风。天际孤帆难驻，柳外香望断，云雨各西东。回首重城远，楼观暮烟中。黯销魂，思陈事，已成空。东郊胜赏，归路骑马踏残红。月下一樽芳酒，凭阑几曲清歌，别後少人同。为问桃花脸，一笑为谁容。,送别题赠
玉纤半露。香檀低应鼍鼓。逸调响穿空，云不度。情几许。看两眉碧聚。为谁诉。听敲冰戛玉。恨云怨雨。声声总在愁处。放杯未举。倾坐惊相顾。应也肠千缕。人欲去。更画檐细雨。,思妇闺怨
郡人元未识，新太守、定何如。待说向诸贤，西桥人物，个个清。相将下车许久，但凝香之乐一些无。残漏几筹视事，浓油一盏观书。旁人徒见两轮朱。玉色未尝腴。有无穷阴骘，三农衣食，万衲钟鱼。尔侬迎新送旧，似君侯、清约更谁欤。欲举一杯寿酒，却愁破费兵厨。,送别题赠
澄溪暝度轻澌白。对平湖、澹烟隔。我与征鸿共行人，更张灯留客。东园半是馀花迹。料仙帆、到时发。若倚江楼望清淮，为殷勤乡国。,送别题赠
天与多情不自由。占风流。云闲草远絮悠悠。唤春愁。试作小妆窥晚镜，淡蛾羞。夕阳独倚水边楼。认归舟。,写景抒情
芙蓉羞粉香，倚竹窥烟霁。眼带楚波寒，骨艳春风醉。谁传侧帽情，想解遗鞭意。红叶可怜秋，不寄相思字。,写景抒情
又江南、三月更明朝，便已是南风。拟强驻韶光，狂追柳絮，卧占残红。早向尊前沈醉，莫听五更钟。赢得春工笑，恼杀渠侬。只道春风不改，□年来岁去，柳密花浓。但沈腰潘鬓，无复旧时容。春还是、多情多恨，便不教、绿满洛阳宫。只消得，无情风雨，断送匆匆。,写景抒情
新酒初香菊半含。月也三三。日也三三。登高已约上崭岩。世事相担。风雨相担。头上茱萸颠倒簪。身在河南。心在江南。渊明何日解征骖。俯也何惭。仰也何惭。,羁旅思乡
一更一点一更初。城门半掩行人疏。茅庵潇洒一事无。孤灯相对光清虚。蒲团安稳身不拘。跏趺大坐心如如。月轮微出天东隅。空中露出无名珠。,写景抒情
玉立霞升，纵谈刘尹高支许。待为霖雨。小驻红莲府。鹤健松坚，鸿宝初非误。玄都路。桃花栽取。来看千千度。,写景抒情
东风归早。已绿瀛洲草。紫殿红楼春正好。杨柳半和烟袅。玉舆遍绕花行。初闻百啭新莺。历历因风传去，千门万户春声。,写景抒情
如此好明月，梅里自来无。炎云溽雾收尽，宇宙一冰壶。浅濑乍分随合，清影欲连还断，漾玉浮图。风物庾楼似，秋思欠菰蒲。醉魂醒，尘骨换，我非吾。琼箫紫凤何许，风露足清都。君看流光多处，缥缈人立，白与藕花俱。只恐娥妒，凉透粟生肤。,写景抒情
南国幽花比并香。直从初夏到秋凉。素馨茉莉占时光。梅□正寒方著蕊，芙蓉过暑即空塘。个中春色最难量。,写景抒情
记得儿时识景年。翕忽光阴，二十馀年。梅边聚首又三年。结得因缘。五百来年。把酒君前欲问年。笑指松椿，当是同年。愿从今後八千年。长似今年。长似今年。,送别题赠
斜日平山寒已薄。雪过松梢，犹有残英落。晚色际天天似幕。一尊先与东风约。邀得红梅同宴乐。酒面融春，春满纤纤萼。客意为伊浑忘却。归船且傍花阴泊。,写景抒情
芰荷香雨初收，竹风槐日凉清晓。年年祝寿，今年不比，常年时候。教子收功，五云金殿，初承亲诏。早胪传三日，寿称千岁，多应是、如公少。遥想寿椿堂上，饮霞觞、捧孙微笑。已见儿荣，更看孙贵，茅分蒲召。上第归来，彩衣挂绿，兰阶生耀。九霄中、一点光明，寿星高照。,送别题赠
舍北烟霏舍南浪。雪倾篱、雨荒薇涨。问小桥、别後谁过，惟有迷鸟羁雌来往。重寻山水问无恙。扫柴荆、土花尘网。留小桃、先试光风，从此芝草琅日长。,送别题赠
今岁度元宵，随分点些灯火。不比旧家繁盛，有红莲千朵。客来草草办杯盘，杂蔬果。休羡暗尘随马，与银花铁锁。,送别题赠
风雨急。红紫又还狼藉。嫩绿团枝苔径湿。帘开双燕入。院静昼闲人寂。一缕水沈烟直。心事有谁能会得。阶前芳草碧。,写景抒情
子盍规夫，商丘之木，有樗不才。纵斧斤睥睨，何妨雪立，风烟傲兀，怎问春回。老子似之，倦游久矣，归晒渔蓑羹芋魁。村锄外，闻韭今有子，芥已生台。天於我辈悠哉。纵作赋问天天亦猜。且醉无何有，酒徒陶陆，与二三子，诗友陈雷。正尔眠云，阿谁敲月，不是我曹不肯来。君且住，怕口生荆棘，胸有尘埃。,羁旅思乡
荒城落日西风，满街芳草无行路。楼台羽化，萤飞故苑，蛩吟残础。不减承平，半湖秋月，隔溪烟树。慨江南风景，一朝如许，教人恨、王夷甫。对酒强推愁去。酒醒来、愁还如故。青萍三尺，阴符一卷，土花尘蠹。试问黄花，花知余否，沈吟无语。拍阑干，空羡平沙落雁，沧波归鹭。,写景抒情
日照小窗纱，风动重帘绣。宝炷暮云迷，曲沼晴漪皱。烟暖柳醒松，雪尽梅清瘦。恰是可怜时，好似花後。,写景抒情
雅士常多雅□，□□□□□怀。雪溪□□□舟来。兴尽何须见戴。恰似□云出岫，岂拘宇内形骸。超然物外远尘埃。到此方为自在。,羁旅思乡
唱彻阳关调。伴行人、梅拂征鞍，晓霜寒峭。金甲雕戈开玉帐，尊俎风流谈笑。看策马、从容江表。自是药阶苔砌客，卷经纶、且泛芙蓉沼。襟量阔，江面小。允文事业从容了。要岷峨人物，後先相照。见说君王曾有问，似此人才多少。便咫尺、云霄清要。四世三公毡复旧，况蜀珍、先已登廊庙。但侧耳，听新诏。,咏史怀古
斜阳江路柳青青。传杯那放停。上船不记送人行。南风吹酒醒。江曲曲，路萦萦。月明潮水生。送将残梦作浮萍。角声何处城。,送别题赠
修洁孤高，凌霜傲雪，潇然尘外丰姿。一白无瑕，玉堂茅舍俱宜。飘飘羽衣缟袂，都不染、富贵膏脂。调羹事，看水边清瘦，雨後红肥。偏爱春工尚浅，向南枝信透，东阁香霏。翠袖犹寒，不禁弱质柔肌。浑如故人邂逅，聊相与、一笑开眉。归去晚，任帘栊、深闭未知。,写景抒情
袅袅水芝红，脉脉蒹葭浦。淅淅西风淡淡烟，几点疏疏雨。草草展杯觞，对此盈盈女。叶叶红衣当酒船，细细流霞举。,写景抒情
故山渐近，念渊明归意，け然论谁。归去来兮秋已老，松菊三径犹存。稚子欢迎，飘飘风袂，依约旧衡门。琴书萧散，更欣有酒盈尊。惆怅萍梗无根，天涯行已遍，空负田园。去矣何之窗户小，容膝聊倚南轩。倦鸟知还，晚云遥映，山气欲黄昏。此还真意，故应欲辨忘言。,羁旅思乡
注望晓山，晴色丽、晨餐应饱。纹平、涨天渺渺。倚藤枝、撑艇子，昔游曾到。江山自古，水云转好。怅年来、心纵在，盟寒鸥鸟。故人中、黑头渐少。问几时、寻旧约，石矶重扫。一竿钓月，鬓霜任老。,羁旅思乡
紫枢泽笏趋龙尾。平入钧衡位。春殿听宣麻，争喜登庸，何似今番喜。台宜有神仙裔。奕世貂蝉贵。玉砌长兰芽，好拥笙歌，长向花前醉。,咏史怀古
崧岳降神，昴宿宣精，挺生伟人。整淳乾坤，浸如嘉，太平事业，了却端平。扶日中天，拱辰北极，一洒甘霖埃雾清。春寰海，听农歌载路，边柝沈声。旗常万世勋铭。便与国无穷垂令名。似青山流水，涑川贤相，黄花晚节，魏国元臣。五纬芒寒，六符色正，辉映老人南极星。苍生福，开八荒寿域，一气洪钧。,咏史怀古
半烟半雨溪桥畔。渔翁醉著无人唤。疏懒意何长。春风花草香。江山如有待。此意陶潜解。问我去何之。君行到自知。,羁旅思乡
雕弓绣帽。戏马秦淮道。风入马啼轻，曾踏遍、淮堤芳草。飞英点点，春事已阑珊，风雨横，别离多，断送英雄老。功名终在，休惜芳尊倒。谈笑下燕云，看千里、风驱电扫。男儿此事，莫待鬓丝棼，汉都护，万年觞，玉殿春风早。,送别题赠
东风著意。先上小桃枝。红粉腻。娇如醉。倚朱扉。记年时。隐映新妆，面临水岸。春将半。云日暖。斜桥转。夹城西。草软莎平跋马，垂杨渡、玉勒争嘶。认蛾眉凝笑，脸薄拂燕支。绣户曾窥。恨依依。共携手处。香如雾。红随步。怨春迟。消瘦损。凭谁问。只花知。泪空垂。旧日堂前燕，和烟雨，又双飞。人自老。春长好。梦佳期。前度刘郎，几许风流地，花也应悲。但茫茫暮霭，目断武陵溪。往事难追。,思妇闺怨
危楼静锁，窗中远岫，门外垂杨。珠帘不禁春风度，解偷送馀香。眠思梦想，不如双燕，得到兰房。别来只是，凭高泪眼，感旧离肠。,送别题赠
香雕盘，寒生冰箸，画堂别是风光。主人情重，开宴出红妆。腻玉圆搓素颈，藕丝嫩、新织仙裳。双歌罢，虚檐转月，馀韵尚悠扬。人间，何处有，司空见惯，应谓寻常。坐中有狂客，恼乱愁肠。报道金钗坠也，十指露、春笋纤长。亲曾见，全胜宋玉，想像赋高唐。,送别题赠
暖日迟迟，乱莺声在垂杨里。昼眠惊起。花影间铺地。试问荣名，何似花前醉。陶陶地。任他门外。车驾喧朝市。,写景抒情
断续残红，翩飞去鸟，别岸孤村。傍水楼台，满城钟鼓，又是黄昏。悠悠岁月如奔。正目断、边尘塞云。两鬓秋风，百年人事，无限消魂。,人生感怀
寒阴漠漠夜来霜。阶庭风叶黄。归鸦数点带斜阳。谁家砧杵忙。灯弄幌，月侵廊。熏笼添宝香。小屏低枕怯更长。和云入醉乡。,送别题赠
少年管领良宵，直须醉待东方白。而今老去，何忧何乐，不空不色。桐影横斜，桂香摇落，仙凡奚隔。怅银桥梦断，玉啸声杳，人如往、楚天北。冷眼乾坤阵迹。笑英雄、等为行役。庾楼袁舫，浩歌长啸，壮游曾历。万里瑶台，乘风归去，不知何夕。对冰轮孤负，欠千锺酒，与三弄笛。,羁旅思乡
粼粼白水护青田。想真仙。弄清莲。十里香风，吹下碧云天。月在草堂人未寝，松竹暗，水涓涓。夜阑何事悄无言。怨空传。事难圆。欲借寒光，谁与伴清妍。待得凌波人肯住，呼玉笛，劝金船。,写景抒情
微云扫尽碧虚宽。月华光影寒。山河表里鉴中看。沈沈清夜阑。风细细，露。神游八极间。九宵回首望尘寰。悠然醉梦还。,写景抒情
乱後此身何计是，翠微深处柴扉。即今双鬓已如丝。虚名将底用，真意在鸱夷。治国无谋归去好，衡门犹可栖迟。不妨沈醉典春衣。人生行乐耳，须富贵何时。,人生感怀
万乘靴袍御紫宸。挥毫敷丽藻，尽经纶。第名天陛首平津。东堂桂，重占一枝春。殊观耸簪绅。蓬山仙话重，霈恩新。暂时趋府冠谈宾。十年外，身是凤池人。,咏史怀古
忆醉君家倚翠屏。年年相喜鬓毛青。谁知缓步从天下，犹许清弹此地听。挥羽扇，写鹅经。使星何似老人星。几时一试薰风手，今日桐阴又满庭。,写景抒情
短烛荧荧照碧窗。重重帘幕护梨霜。幽欢不怕夜偏长。罗袜钿钗红粉醉，曲屏深幔绿橙香。征鸿离远断人肠。,思妇闺怨
闲寻杯酒，清翻曲语，相与送残冬。天地推移，古今兴替，斯道岂雷同。明窗玉蜡梅枝好，人情淡、物华浓。个样风光，别般滋味，无梦听飞鸿。,送别题赠
淮山清夜。镜面平铺纤月挂。端是生还。同倚西风十二栏。休论往事。投老相逢真梦寐。两鬓疏疏。好在松江一尺鲈。,写景抒情
蕙风初散轻暖，霁景微澄洁。秀蕊乍开乍敛，带雨态烟痕，春思纡结。危弦弄响，来去惊人莺语滑。无赖处，丽日楼台，乱纷歧路思奇绝。何计解，黏花系月。叹冷落、顿辜佳节。犹有当时气味，挂一缕相思，不断如发。云飞帝国，人在天边心暗折。语东风，共流转，谩作匆匆别。,写景抒情
愁厌眉峰成敛。几回皱、落花钿点。镜里芳容自羞见。又黄昏，听南楼，度更箭。月引桐阴转。珠帘动、影摇花乱。雁过西风楚天远。待归来，把愁眉，印郎面。,思妇闺怨
曾洗乾坤，问何事、雄图顿屈。试著眼、阶除当下，又添英物。北向争衡幽愤在，南来遗恨狂酋失。算凄凉部曲几人存，三之一。诸老尽，郎君出。恩未报，家何恤。念横飞直上，有时还戢。笑我只知存饱暖，感君元不论阶级。休更上百尺旧家楼，尘侵帙。,人生感怀
舟舣鸥波，访邻寻里愁都散。老来犹似柳风流，先露看花眼。闲把花枝试拣。笑盈盈，和香待翦。也应回首，紫曲门荒，当年游惯。箫鼓黄昏，动人心处情无限。锦街不甚月明多，早已骄尘满。才过风柔夜暖。渐迤逦、芳程递趱。向西湖去，那里人家，依然莺燕。,送别题赠
燕雁无心，太湖西畔随云去。数峰清苦。商略黄昏雨。第四桥边，拟共天随住。今何许。凭栏怀古。残柳参差舞。,咏史怀古
霜幕风帘，闲斋小户，素蟾初上雕笼。玉杯，还与可人同。古鼎沈烟篆细，玉笋破、橙橘香浓。梳妆懒，脂轻粉薄，约略淡眉峰。清新，歌几许，低随慢唱，语笑相供。道文书针线，今夜休攻。莫厌兰膏更继，明朝又、粉冗匆匆。酩酊也，冠儿未卸，先把被儿烘。,写景抒情
青膏集。新雷忽起龙蛇蛰。龙蛇蛰。柳塘风快，水流声急。伤心有泪凭谁。尊前容易青衫湿。青衫湿。渡头人去，野船鸥立。,送别题赠
杏靥桃腮俱有。常避孤芳，独斗红深浅。犯雪凌霜芳意展。玉容似带春寒怨。分得数枝来小院。依倚铜瓶，标致能清远。淡月帘栊疏影转。骚人为尔柔肠断。,思妇闺怨
愁人道酒能消解。元来酒是愁人害。对酒越思量。醉来还断肠。酒醒初梦破。梦破愁无那。乾净不如休。休时只恁愁。,人生感怀
茫茫云海。方丈蓬壶何处在。拟泛轻舟。一到金鳌背上游。琼楼珠室。千岁蟠桃初结实。月冷风清。试倩双成吸玉笙。,写景抒情
青腰似诧天公富，奔走风云。银界无痕。委巷穷山草木春。玉楼不怕歌茵湿，笑语纷纷。须放他们。醉里冰姿光照人。,写景抒情
（缺词文）（缺词文）（缺词文）（缺词文）（缺词文）,送别题赠
一瓢饮水曲肱眠。此乐不知年。今朝忽上龙峰顶，却原来、有此甘泉。洗却平生尘土，慵游万里山川。照人如鉴止如渊。古窦暗涓涓。当时桑苎今何在，想松风、吹断茶烟。著我白云堆里，安知不是神仙。,写景抒情
倦客怕离歌。春已无多。闲愁须倩酒消磨。风雨才晴今夜月，不醉如何。玉笋滟金荷。情在双蛾。二年能得几经过。花满碧蹊归棹远，回首烟波。,送别题赠
远树留残雪，寒江照晚晴。分明江上数峰青。倚槛旧愁新恨、一时生。春意来无际，归舟去有程。道人元自没心情。楚梦只因沈醉、等闲成。,羁旅思乡
游人绝。绿阴满野芳菲歇。芳菲歇。养蚕天气，采茶时节。枝头杜宇啼成血。陌头杨柳吹成雪。吹成雪。淡烟微雨，江南三月。,写景抒情
惊见老仙来，触目琳琅奇绝。打酒道人林下，奏醉翁三叠。接倾倒海云飞，物色又催别。回棹晚江春雨，胜剡溪风雪。,写景抒情
玉鉴十分满，清露一年秋。漂流踪迹，谁念楚尾与吴头。此夜刮明尘眼。望极好张诗胆。何处有高楼。浩荡银潢冷，缥缈白云浮。笑劳生，难坎止，亦乘流。阑干拍碎，清夜起舞不胜愁。万里关河依旧。一寸功名乌有。清泪滴衣裘。老去心空在，归梦绕苹洲。,羁旅思乡
扇荷偷换羽葆。院宇人声窈。独步亭皋下，阑干并、栖幽鸟。新雨抽嫩草。檐花闹。一片萍铺沼。燕雏小。书空底事，那堪手版持倒。今来古往，几见北邙人晓。乡号无何但日到。休觉。陶然身世尘表。,羁旅思乡
高柳萧萧，睡馀已觉西风劲。小窗人静。淅沥生秋听。底事多情，欲与流年竞。残云瞑。坠巾慵整。独立芝兰径。,写景抒情
明眸皓齿，丰肌秀骨，浑是揉花碎玉。十分心事有谁知，暗恼得、愁红怨绿。残云断雨，不期而会，也要天来大福。若还虚度可怜宵，便做下、来生不足。,思妇闺怨
日薄风狞，万里空江，隐隐有声。旋千旗万棹，一时东指，青山断处，白浪成层。渐近渐高，可惊可喜，作雪峰楼外横。教人讶，是鲸掀鳌，蛟斗龙争。属镂忠恨腾腾。要句践城台都荡平。奈岸身不动，潮头自落，又如飞剑，斫倒鼍城。若到夜深，更和月看，组练分明十万兵。尤奇特，有稼轩一曲，真野狐精。,咏史怀古
玉人家在凤凰山。水云间。掩门关。门外行人，立马看弓弯。十里春风谁指似，斜日映，绣帘斑。多情好事与君还。闵新鳏。拭馀潸。明月空江，香雾著云鬟。陌上花开春尽也，闻旧曲，破朱颜。,送别题赠
尊俎之间著二陈。津津眉宇笑生春。清歌妙舞两无伦。叔隗轻盈饶态度，小乔妩媚足精神。风流总属一家人。,写景抒情
萍蓬踪迹几时休。尽飘浮。为君留。共话当年，年少气横秋。莫叹两翁俱白发，今古事，尽悠悠。西风吹梦入江楼。故山幽。谩回头。又是手遮，西日望皇州。欲向西湖重载酒，君不去，与谁游。,送别题赠
云踪老去浑无定，飘泊寒空。又被东风。吹过江南第几峰。长安市上看花眼，不到衰翁。好趁归鸿。家在西岩碧桂丛。,羁旅思乡
玉龙声杳，正瑶台曲舞，香山初彻。褪粉掐酥千万颗，满地平铺银雪。草褥香茵，苔钱买住，留待黄昏月。有人妆罢，对花凝伫愁绝。休更恨落羞开，东君情分，自古多离别。好把芳心收拾取，与个和羹人说。摆脱风尘，消停酸苦，终有成时节。浮花浪蕊，到头不是生活。,送别题赠
风摆红藤卷绣帘。宝鉴慵拈。日高梳洗几时。金盆水、弄纤纤。髻云谩残花淡，和娇媚、瘦岩岩。离情更被宿酲兼。空惹得、病厌厌。,思妇闺怨
万事随缘，一身须正。功名富贵皆前定。多图广计要争强，如何人力将天胜。枉费机谋，徒劳奔竞。到头毕竟由他命。安时处顺得心闲，饥餐困寝亏贤甚。,人生感怀
闻道庐山横广泽。晴空万顷波涛白。上有至人营窟宅。经游客。古今多是烟霞谪。一钵上人轻六翮。选场要射如来策。点化黄金非妙药。难堪酌。三生一口都吞却。,咏史怀古
竹里全无暑气，溪边长有清风。荷花落日照酣红。雨过遥山翠重。老作宫祠散汉，本来田舍村翁。腰缠三万禄千锺。也是一场春梦。,写景抒情
寒意方浓。暖信才通。是晴阳、暗拆花封。冰霜作骨，玉雪为容。看体清癯，香淡伫，影朦胧。孤城小驿，断角残钟。又无边、散与春风。芳心一点，幽恨千重。任雪霏霏，云漠漠，月溶溶。,写景抒情
小桃花动著枝浓。移得伴衰翁。多谢天公怜我，一时染就轻红。春光犹在，花枝未老，莫放尊空。休倚半岩烟树，能消几度东风。,写景抒情
曾到蕲州不，人人说使君。使君才具合经纶。小试边城、早晚上星辰。佳节重阳近，清歌午夜新。举杯相属莫辞频。後日相思、我已是行人。,送别题赠
秀色芳容明眸，就中奇绝。细看艳波欲溜，最可惜微重，红绡轻帖。匀朱傅粉，几为严妆时睫。因个甚、底死嗔人，半饷斜眄费贴燮。斗帐里、浓欢意惬。带困眼、似开微合。曾倚高楼望远，似指笑频，知他谁说。那日分飞，泪雨纵横光映颊。香罗，恐揉损，与他衫袖。,思妇闺怨
绀露浓。映素空。楼观峭玲珑。粉冻霁英，冷光摇荡古青松。半规黄昏淡月，梅气山影溟。有丽人、步依修竹，萧然态若游龙。绡袂微皱水溶溶。仙茎清瀣，净洗斜红。劝我浮香桂酒，环佩暗解，声飞芳霭中。弄春弱柳垂丝，慢按翠舞娇童。醉不知何处，惊翦翦、凄紧霜风。梦醒寻痕访踪。但留残星挂穹。梅花未老，翠羽双吟，一片晓峰。,写景抒情
意中有个人，芳颜二八。天然俏、自来奸黠。最奇绝。是笑时、媚靥深深，百态千娇，再三偎著，再三香滑。久离缺。夜来魂梦里，尤花雪。分明似旧家时节。正欢悦。被邻鸡唤起，一场寂寥，无眠向晓，空有半窗残月。,思妇闺怨
青幄蔽林，白毡铺径，红雨迷楚。昼阁关愁，风帘卷恨，尽日萦情绪。阳台云去，文园人病，寂寞翠尊雕俎。惜韶容、匆匆易失，芳丛对眼如雾。巾欹润，衣宽凉渗，又觉渐回骄暑。解箨吹香，遗丸荐脆，小芰浮鸳浦。画栏如旧，依稀犹记，伫立一钩莲步。暗销魂，那堪又听，杜鹃更苦。,思妇闺怨
憎憎地。一捻儿年纪。待道瘦来肥不是。宜著淡黄衫子。唇边一点樱多。见人频敛双蛾。我自金陵怀古，唱时休唱西河。,咏史怀古
碧天如水月如眉。城头银漏迟。绿波风动画船移。娇羞初见时。银烛暗，翠帘垂。芳心两自知。楚台魂断晓云飞。幽欢难再期。,送别题赠
谁家明镜飞空，海天绀碧浮秋霁。西风淡荡，纤云卷尽，小星疑坠。宇宙冰壶，襟怀玉界，飘然仙思。炯灵犀一点，蟾辉万丈，长相射、清清地。祗又桂花长好，照人间、几番荣悴。年年此夕，持杯嚼露，挥毫翻水。宝瑟凄清，玉箫飘缈，佩环声碎。唤谪仙起舞，古今同梦，不知何世。,写景抒情
闲把琵琶旧谱寻。四弦声怨却沈吟。燕飞人静画堂深。欹枕有时成雨梦，隔帘无处说春心。一从灯夜到如今。,思妇闺怨
锦囊送止。拆看篇篇珠玉喜。大胜鱼风。韶沪宫商角徵通。醉而强酒。有愧多闻张子寿。其哂由何。刻画无盐已甚多。,咏史怀古
元英燕罢瑶台，玉妃满地花钿委。山川幻出，剡溪梁苑，齐宫郢里。半点瑕无，一团和就，珠圆琼碎。任谢家儿女，庭前争诧，临空撤、絮风起。夜入蔡州城里。问官军、果谁堪比。饮羔烹凤，众宾一笑，直聊尔耳。寒耸玉楼，冻呵金井，属公诗史。更须待大白，浩歌黄竹，为丰年喜。,写景抒情
山城秋好，正西风淅淅，登高时候。杖倚徘徊凝望处，翠叠万山如绣。云绕禾场，沈戎马，田野欢声凑。琴堂无事，何妨同泛香溜。况有庭下黄花，遍河阳、尽把金钱铺就。一座簪缨谭笑里，尘脱风生清昼。饮罢龙山，诗成彭泽，灏气森星斗。醉归凝伫，美人时炷金兽。,写景抒情
一阳不受群阴壅。残历行间冬破仲。云低吹白腊寒浓，梅小绽红春意重。湖山千里勤飞控。淑气冲融披水冻。笑携雨露洒民心，暗聚精神交帝梦。,写景抒情
水外山光淡欲无。堤边草色翠如铺。绿杨风软鸟相呼。牛蒡叶齐罗翠扇，鹿黎花小隘真珠。一声何处叫提壶。,写景抒情
竹外横枝，并栏干、试数风才一信。么禽对语，彷佛醉眠初醒。遥知是雪，甚都把、暮寒消尽。清更润。明月飞来，瘦却旧时疏影。东阁谩撩诗兴。料西湖树老，难认和靖。晴窗自好，胜事每来独领。融融向暖，笑尘世、万花犹冷。须酿成、一点春腴，暗香在鼎。,写景抒情
梅花吹梦过溪桥。路迢迢。雪初消。似恁天寒，诗瘦想无柳。听得草堂人有语，能几日，是生朝。乱云深处洗山瓢。鬓萧萧。酒红朝。回首六朝，南北黯魂销。纵使锺山青眼在，终不似，侣渔樵。,羁旅思乡
合儿幽静处，围炉面小窗。好是斗头儿坐，梅烟炷、返魂香。对火怯夜冷，猛饮消漏长。饮罢且收拾睡，斜月照、满帘霜。,写景抒情
春风无检束。放倡条冶叶，恣情丹绿。□莺喧燕宿。似东邻北里，都无贞淑。高情恨蹙。欢何时、重见桂菊。又谁知、天上黄姑，扫尽晚春馀俗。幽独。铅华不御，翡翠帷深，郁金裙蔌。长眉了目。嫣然态，倚修竹。纵青门瓜美，江陵橘老，怎比无穷剩馥。最难禁、扇底横枝，恼人睡足。,写景抒情
凤额绣帘高卷，兽环朱户频摇。两竿红日上花梢。春睡厌厌难觉。好梦狂随飞絮，闲愁浓胜香醪。不成雨暮与云朝。又是韶光过了。,写景抒情
浅染霓裳，轻匀汉额，巫山行雨方还。最好是、肌香蜡莹，萼嫩红乾。曾见金钟在列，钧天罢、笋都间。妖饶似，晓镜乍开，绿沁眉山。休夸瘦枝疏影，湘裙窄、一钩龙麝随鞍。便更做、山人倦赏，畏冷无欢。争奈冰瓯彩笔，题诗处、珠斓斑。清宵永，相对莫放杯寒。,写景抒情
夹岸隘桃花，花下苍苔如积。蓦地轻寒一阵，上桃花颜色。东邻西舍绝经过，新月是相识。白玉阑干斜倚，作蓬山春夕。,写景抒情
晴江迥阔。又客里天涯，还叹轻别。万里潮生一棹，柳丝犹结。荷衣好向山中补，共飘零、几年霜雪。赋归何晚，依依径菊，弄香时节。料此去、清游未歇。引一片秋声，都付吟箧。落叶长安，古意对人休说。相思只在相留处，有孤芳、可怜空折。旧怀难写，山阳怨笛，夜凉吹月。,送别题赠
典尽春衣，也应是、京华倦客。都不记，麴尘香雾，西湖南陌。儿女别时和泪拜，牵衣曾问归时节。到归来、稚子已成阴，空头白。功名事，云霄隔。英雄伴，东南拆。对鸡豚社酒，依然乡国。三径不成陶令隐，一区未有扬雄宅。问渔樵、学作生生涯，从今日。,送别题赠
情深意真。眉长鬓青。小楼明月调筝。写春风数声。思君忆君。魂牵梦萦。翠销香暖云屏。更那堪酒醒。,思妇闺怨
家山好，好处是安居。无事不须干郡县，有馀但管济乡闾。及早了王租。随日力，也著几般书。静里精神偏爽快，闲中光景越舒徐。腊月尽工夫。,羁旅思乡
微尘濯尽，栖真处、群山排在云汉。青盘翠跃，掩映平林寒涧。流水急、数片桃花逝，自有留春仙馆。秦渔问，前朝换。卢郎待，今生满。谁伴。元翁笑语，相从未晚。更安得、世味堪玩。道未立、身尤是幻。浮生一梭过，梦回人散。卧松庵、当会灵源，现万象、无中须看。乾坤鼎，阴阳炭。琼枝秀，金圆烂。何患。朝元事往，孤云难管。,写景抒情
寒梢砌玉。把胆瓶顿了，相伴孤宿。寂寞幽窗，筛影横斜，宜松更自宜竹。残更蝶梦知何处，□只在、昭亭山北。问平生、雪压霜欺，得似老枝擎独。何事胭脂点染，认桃与辨杏，枝叶青绿。莫是冰姿，改换红妆，要近金门朱屋。繁华艳丽如飞电，但宛转、断歌零曲。且不如、藏白收香，旋学世间边幅。,写景抒情
出禁城西，湖光自别，唤醒两瞳。有画桥几处，通人南北，绿堤十里，分水西东。问柳旗亭，簇山梵所，空翠烟飞半淡浓。偏奇处，看笙歌千舫，泛绮罗宫。从容。莫问城中。是则是繁华九市通。奈一番雨过，沾衣泥黑，三竿日上，扑面尘红。那壁喧器，这边清丽，咫尺中间不同。休归去，便舣舟荷外，梦月眠风。,送别题赠
廉纤小雨池塘遍。细点看萍面。一双燕子守朱门。比似寻常时候、易黄昏。宜城酒泛浮香絮。细作更阑语。相将羁思乱如云。又是一窗灯影、两愁人。,送别题赠
